ID,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
1123,Alexis Martin,15,Other,Rioshaven,12th,5.6,7,79,4,0.6,1,6,5,0,0.8,34,10,3.6,1.8,0,Browsing,3,6.2,10
1124,Robert Barnett,15,Male,Weeksville,7th,4,3.4,89,3,0.9,1,5,6,1,0.8,141,13,3,2.1,0.7,Gaming,8,6.6,10
1125,Danielle Williams,14,Other,New Nathanielland,8th,4,7.6,61,4,0.8,9,9,9,0,0.1,73,18,4.8,2.3,0,Other,4,7.2,10
1126,Miguel Smith,18,Male,Garciaburgh,7th,9,7,92,2,0.9,4,1,8,1,1.5,81,14,2.3,2.3,1.5,Social Media,3,7.4,10
1127,Kyle Gibson,14,Female,New Jorgefort,11th,3.4,6.7,71,8,0.7,5,1,6,1,0.6,76,19,1.2,1.1,1,Browsing,9,9.4,7.7
1128,Susan Munoz,19,Other,South Sherry,9th,2.8,5.4,66,2,1.8,2,4,9,0,1.4,80,16,2.7,1.8,0.9,Browsing,2,6.7,9.4
1129,Victor Carrillo,13,Other,Lake Stephenfort,10th,8.2,5.1,82,1,0,6,3,2,0,0.2,108,15,2.2,1.8,1,Gaming,10,8.3,10
1130,Nicholas Cook,15,Male,Lake Walterport,7th,7.5,7.3,65,0,1,7,6,3,1,0.5,149,17,3.2,1.5,0.6,Other,10,5.5,10
1131,Jo Henderson,17,Other,Port Seanfort,7th,9,5.1,51,8,0.9,4,10,2,0,1.5,79,7,3.4,0.1,1.2,Other,7,3.8,10
1132,Allen Gillespie,19,Male,Wilsonhaven,8th,6,6.7,54,2,0.3,7,10,7,1,1.1,104,13,1,1,0,Browsing,1,8.2,9.3
1133,Derek Wood,16,Other,Shaunhaven,8th,8.3,5.5,74,7,2.3,5,3,9,1,1.1,81,20,3,1.4,0.8,Browsing,8,9.9,10
1134,Joshua Hendrix,17,Other,East Wesley,11th,4.8,5.4,65,6,0.3,1,4,7,1,1.7,103,17,0.4,0.8,0.4,Browsing,7,8,8.8
1135,Devin Ward,15,Other,Brooksberg,8th,1.9,8.6,75,8,0,3,4,1,0,0.9,129,8,2.5,1.9,0.1,Social Media,3,1.6,6.2
1136,Joshua Cummings,19,Other,Castanedaton,9th,6.2,6,96,6,1.9,6,4,5,0,1.4,93,6,2.5,0,0.6,Other,2,6.7,8.8
1137,Joshua Martin,16,Female,South Kristinamouth,10th,4.4,6.4,53,6,0.7,10,1,10,0,1.1,124,14,3.4,0.4,0.9,Education,8,5.7,10
1138,Daniel Wallace,19,Male,Jasonmouth,9th,6.4,6.1,97,8,2,5,7,1,1,0.2,31,8,3.4,1.7,0.2,Browsing,7,5.2,10
1139,Patricia Baker,14,Female,Port Sethberg,10th,2,4.7,96,1,0.8,10,9,2,0,0.3,135,9,3.9,1.1,1.5,Browsing,8,4.8,9.2
1140,Christopher Buckley,19,Other,North Antonio,12th,8.2,7.2,72,1,0.5,7,4,9,1,0.9,32,5,2.3,3.3,0,Gaming,3,3.1,10
1141,Lisa Boyd,16,Male,East Williamview,12th,5.2,6.6,100,7,0.6,4,2,10,1,1,123,16,4.1,1,0.7,Social Media,1,6,10
1142,Alicia Dickson,16,Male,West Christine,10th,3.6,7.3,61,2,1,5,4,7,0,1.2,30,11,3.6,1.8,1.3,Education,9,2.7,8.2
1143,Jennifer Hernandez,14,Other,Simmonsfurt,12th,6.2,8.1,55,4,2.6,7,8,10,0,1.7,103,14,1.4,3.6,1.6,Education,7,7.3,10
1144,Brittney Burnett,14,Female,Thomasburgh,11th,2.6,7.6,64,2,2.3,2,5,10,1,0.6,126,13,4.5,0.9,1.8,Social Media,5,5.2,9.3
1145,Caitlin Collins,19,Male,East Angela,9th,2.9,3,54,5,2,8,4,3,0,1.5,73,19,2.1,0.9,1,Education,6,5.7,9.7
1146,Travis Carlson,13,Other,Marshallport,10th,7.3,7.6,59,3,2.2,6,5,3,1,1.8,141,18,2.4,1,0.6,Social Media,1,8.5,10
1147,John Hawkins,17,Other,Port Tinamouth,10th,3.7,8.1,67,9,0.4,5,8,9,0,0.9,117,17,2.8,1.7,0.6,Browsing,3,4.2,9.9
1148,Samuel Reed,16,Male,Port Shannonside,11th,6.8,5.9,53,1,2,9,4,8,0,1,91,6,4.6,1.9,0.8,Browsing,8,3.1,10
1149,Sabrina Davis,14,Other,East Lisastad,12th,5,5.7,98,4,2,6,1,2,0,0.3,61,5,0.2,3.1,1.4,Other,10,2.4,7.7
1150,Brenda Christensen,15,Female,Port Tannerchester,10th,4.6,6.1,64,1,0.8,2,10,6,0,1.5,123,11,2.3,0,1,Browsing,3,5.8,8.5
1151,Mr. Matthew Rodriguez,15,Other,North Jordantown,7th,1.9,7.7,58,4,1.5,7,9,7,0,1.7,103,11,2.3,0.8,0.2,Gaming,8,2.8,5.4
1152,Oscar Williams,17,Male,West Chloebury,12th,4.9,7.4,55,4,2.6,8,7,8,0,0.1,139,16,3.5,0.6,1,Gaming,9,4.9,10
1153,Trevor Brown,19,Male,New Christopher,11th,6.8,3.4,60,4,0.7,2,8,4,1,1.4,96,18,1.7,3.6,0.3,Social Media,6,4.7,10
1154,Albert Shaw,14,Female,North Megan,8th,3.8,6.4,51,1,1.2,10,6,7,0,0.5,121,14,3.5,2,1.1,Social Media,6,7.1,10
1155,Alexander Wright,15,Other,North Stevenberg,12th,1.5,8,97,7,1.7,1,8,5,1,0.3,111,15,2.3,2.7,2,Social Media,1,9.7,7.7
1156,Kylie Hansen,16,Female,South David,8th,6.4,4.6,64,4,1.1,8,6,6,0,0.8,106,17,3.6,0.2,1.5,Social Media,6,7.9,10
1157,Ariel Warren,13,Female,New Cindy,9th,3.9,5.8,66,5,1.4,5,5,8,0,0.6,119,15,1.1,0.8,1.8,Education,1,5.8,8.3
1158,Stephen Mcdonald,17,Female,Port Jasminetown,11th,5.8,8.5,99,3,2.1,6,6,10,1,0.3,76,20,1.9,0.1,0.3,Social Media,1,4.5,9.1
1159,Michael Ramirez,19,Female,Angelahaven,7th,8.3,6.7,67,7,1.3,9,6,1,1,1.2,43,8,2.5,2.3,1.8,Social Media,2,3.5,10
1160,Aaron Ortiz,19,Male,West Juliehaven,10th,4.8,6.3,61,6,1.6,8,7,2,1,0.6,67,11,3.6,1.3,1.4,Gaming,5,8.4,10
1161,Megan Hughes,16,Female,Joshuaborough,9th,4.8,5.3,71,10,2.5,7,10,2,1,1.6,30,16,3.5,2.5,0.6,Other,9,7.1,10
1162,Mary Solomon,19,Female,West Felicia,12th,6.1,7.2,62,4,1.7,9,5,9,1,1.9,72,12,2.7,1.3,0.7,Gaming,8,7.8,10
1163,Shane Bond,18,Male,South Austin,9th,2.9,7.9,81,9,1.3,6,1,1,0,0.1,106,7,3.7,0,1.1,Education,2,7.1,6.2
1164,Melinda Harris,19,Other,South Antonio,12th,3.5,5.1,86,5,2.4,3,8,10,0,1.4,148,19,0.9,3.7,0.7,Education,9,8.4,10
1165,Mary Phillips,17,Female,Joseburgh,7th,7.5,8.2,63,0,1.7,7,1,10,1,0.6,140,14,3.8,2.2,1.5,Other,3,4.1,10
1166,Pamela Williams,16,Female,Lisashire,9th,4.7,5.2,72,1,2.3,6,4,1,1,1.7,26,13,1.6,0.3,0.7,Social Media,1,6.3,7.1
1167,Christopher Fisher,19,Other,New Andre,8th,2.9,8.7,77,7,1.1,3,8,7,1,0.7,91,5,1,1.4,0.2,Social Media,8,5.9,3.8
1168,Sharon Weaver,14,Female,New Edward,12th,3.8,6.6,81,4,0.8,2,6,9,1,0.8,30,7,1.6,1,0.5,Browsing,1,6.2,5.1
1169,Timothy Thompson,13,Female,Maddoxbury,12th,5.6,9.2,82,10,2.5,10,4,9,0,0.1,78,9,0.8,1.2,1.5,Gaming,7,8.3,6.4
1170,Jared Tyler,15,Male,South Kimberlymouth,8th,9.4,6.7,68,1,2.6,3,8,6,0,1.2,79,16,0.8,1.7,2,Browsing,5,4.9,10
1171,Jessica Day,14,Other,Port Jamesside,9th,4.2,3.9,50,7,1.7,9,4,6,0,1.6,127,14,4.3,2.6,1.7,Gaming,7,4.4,10
1172,Emily Hall,13,Male,South Crystalchester,10th,8.7,4.3,68,9,1.7,8,8,1,0,0.3,126,16,2,3.1,0.5,Education,9,2.4,10
1173,James Lang,17,Male,Mcconnellborough,8th,2.7,6.4,80,6,0.9,10,3,8,0,1,44,8,2.4,0.6,0.8,Social Media,10,5.3,5
1174,Casey Sanford,18,Male,Mccoyland,10th,4.8,8.1,56,8,1.5,1,1,2,1,1.3,20,17,2,0.1,2.5,Social Media,2,8.5,6.6
1175,Jennifer Fleming,15,Male,North Debrafort,9th,3.9,7.6,85,10,0.3,2,1,9,1,0.4,115,12,2.7,1.4,0.8,Browsing,2,5.7,8.9
1176,Dennis Aguirre,19,Male,East Julia,8th,5.6,7.3,83,0,1.2,5,10,7,1,1.3,31,16,4.3,2.4,1.5,Browsing,4,8.5,10
1177,Brandi Glover,13,Male,Robertberg,12th,5.9,4.8,80,0,0,6,3,8,0,1.9,84,6,2.1,2.6,3,Browsing,10,8.4,10
1178,Kristina West,17,Other,West Richardton,7th,6.6,7.6,82,9,0,2,1,7,0,1.4,101,8,1,3.5,0.3,Gaming,8,4.4,10
1179,Diana Strong,15,Other,East Ashleyborough,11th,4.4,4.3,87,6,0.1,3,3,6,1,1.6,44,19,2.2,0.2,1.7,Education,8,8.4,9.3
1180,Kenneth Smith,14,Female,Greeneside,11th,5.9,3.9,64,7,0.9,5,5,4,0,1,70,20,3.1,2.7,0.9,Other,10,7.5,10
1181,Colleen Snyder,15,Female,Lake Lynn,11th,6.3,8.2,73,5,0,4,10,7,0,0.5,97,7,1.6,1.5,0.7,Social Media,1,4.8,8.6
1182,Mr. Christopher Buck,17,Other,Wardmouth,7th,3.3,7.2,89,2,1.7,8,9,6,1,0.5,98,18,1.9,1.6,1.2,Gaming,7,7.5,8.8
1183,Jesse Hernandez,16,Other,Lake Julieburgh,12th,8.8,4.3,64,3,1.7,1,10,5,1,1.4,130,19,2.4,2.4,1.2,Gaming,10,3.9,10
1184,Diana Taylor,14,Other,West Alyssa,7th,5.6,6,60,10,1.7,9,4,10,0,1.1,92,7,2.8,1.5,0.3,Education,6,4.8,10
1185,Tara Gibson,14,Male,New John,7th,7,8,64,4,0.4,10,10,10,1,1.2,77,6,2.2,1.6,1.9,Browsing,8,6.5,9.5
1186,Sean Flores,18,Other,Jesusmouth,9th,7.1,7.4,64,3,1.6,6,1,2,1,0.7,26,20,4.1,2.9,0,Other,3,6.3,10
1187,Anthony Small,14,Other,Port Lynn,11th,2.3,7.5,84,9,0.6,1,9,2,1,0.7,46,6,2.8,2.1,0,Other,5,6.8,5.6
1188,Joseph Conrad,19,Other,Smithtown,9th,4.8,4.6,91,0,0,5,10,9,0,1.4,37,10,1.8,2.3,0.7,Education,6,7.2,9.3
1189,Dr. Kelly Collins,19,Female,Brianbury,8th,5.9,10,59,2,0,2,10,9,0,1.4,50,20,3.7,0.6,0.7,Browsing,7,3.6,10
1190,Margaret Edwards,13,Male,Port Ana,8th,5.4,5,71,9,2,7,2,3,1,1.2,99,10,2.6,1.8,1.9,Browsing,6,7.8,10
1191,Phillip Stewart,18,Male,New Cory,11th,5.1,6.4,74,6,0,2,5,7,1,1.7,90,17,3.1,0.5,1.3,Education,3,6.9,10
1192,Jonathan Crosby,18,Male,North Jamie,11th,4.4,7,87,6,1.9,5,7,8,0,0.2,77,13,1.9,0.8,1.6,Browsing,3,6.7,7.7
1193,Dorothy Hodges,14,Other,New Larryville,12th,8.7,6.5,86,9,0.5,5,4,6,0,1,35,6,2.3,1.8,1,Browsing,4,7.9,10
1194,Alicia Wang,15,Other,Emilyfurt,9th,5,5.5,53,9,1.6,3,5,10,1,0,37,8,2.8,1.2,0.5,Gaming,10,9.2,8.6
1195,Stephanie Gutierrez,14,Male,Patrickhaven,12th,3.2,4.8,50,3,1.4,3,1,3,1,1.1,89,7,1.9,2.6,0.9,Social Media,10,3.8,8.5
1196,Lauren Schmidt,16,Other,Lisamouth,10th,2.8,7.5,55,3,1.1,1,5,1,1,0.7,119,20,3.9,0.9,0.5,Social Media,6,2.8,10
1197,James Phillips,17,Female,Johnmouth,8th,5.5,6.4,98,7,1,9,7,1,0,1.1,140,13,2.8,0,0.7,Gaming,1,6.5,10
1198,William Cole,19,Other,Angelicamouth,12th,3.7,5.7,65,9,0.4,1,6,8,0,0.3,143,6,3.4,1.3,0,Social Media,10,7.3,9.6
1199,Megan Sullivan,13,Male,Martinmouth,11th,7,6.3,66,6,0,8,6,9,0,0.2,136,12,1,1.5,1.2,Social Media,1,3.8,10
1200,Michelle Faulkner,13,Male,South Cassandraville,11th,6.4,7.7,51,7,0.5,9,2,6,0,0.1,146,20,2,3.6,0.7,Gaming,8,9.7,10
1201,Tracy Novak,17,Female,West Thomas,7th,4.4,4.6,56,7,2.4,3,1,8,1,0,133,7,2.7,0,0.7,Education,7,10.4,8.9
1202,Leonard Moore,15,Male,North Justinside,7th,1.9,6.2,92,8,0.7,6,5,8,0,0.6,99,14,1.1,1.3,1.2,Other,2,6.1,6
1203,Ashley Hamilton,15,Female,Maryfort,7th,6.4,8.9,75,1,0.5,8,5,10,0,0.6,45,15,3.3,2,0.4,Other,10,8.1,10
1204,Angela Butler,14,Other,North Paulhaven,12th,3.6,6.7,52,3,1.7,6,3,2,1,0.6,129,12,2.5,1.3,0.8,Browsing,6,8.9,9
1205,Molly Colon,19,Male,Rogersmouth,11th,6.9,6.4,62,4,1.4,9,1,1,1,1.6,146,9,3.2,0,0,Browsing,8,5.8,10
1206,Jonathan Smith,15,Male,North Russell,9th,6.3,8,92,10,0,3,9,6,0,1.4,74,19,1.7,2.8,1.3,Education,3,7.2,10
1207,Patrick Lopez,19,Other,Perezstad,7th,6,6.2,60,3,0.5,10,7,7,0,2.1,75,5,2.3,0,1.3,Browsing,7,4.2,7.7
1208,Meghan Jackson,17,Male,Walkertown,9th,3.9,5.8,55,5,0.9,5,8,10,0,0,132,11,1.8,0.4,1.2,Browsing,7,4.5,8
1209,Maria Davis,13,Male,Davidstad,12th,4.9,8.8,59,0,2,8,3,2,0,0.5,27,6,2.3,2.3,1.9,Browsing,8,6.8,6.8
1210,Sandra Byrd,13,Female,New Amy,9th,6.4,4.7,87,7,0.8,7,8,9,0,1.5,149,9,2.4,1.7,1.2,Other,1,4.8,10
1211,Jack Foster,14,Other,Moorefort,7th,10.3,7.3,51,4,2.8,4,10,7,1,0.9,91,14,3.9,2.3,0,Browsing,2,11,10
1212,Rebecca Gill,13,Male,Lake Sarah,12th,5.3,8,66,3,1.7,7,6,9,0,1.3,36,9,0,1.5,1.1,Browsing,7,6.1,5.3
1213,Jorge Parker,15,Other,Garcialand,7th,3,7.6,83,7,0.6,9,5,9,0,1.1,46,7,0.8,2.4,1.3,Gaming,9,5.2,4.7
1214,Benjamin Miller,18,Female,Matthewport,7th,4.3,3.2,91,4,0.4,6,4,5,1,1.9,104,20,2.6,1.1,0.9,Browsing,4,6.5,10
1215,Christopher Jensen,17,Male,Lake Johnhaven,10th,3.6,8.5,97,8,1.7,9,1,3,0,0.4,54,5,2.5,2.5,1.3,Education,10,5.4,6.4
1216,Todd Mcdaniel,16,Other,Michaelborough,9th,4.4,7.5,80,3,0.8,1,6,8,1,0.7,20,10,2.6,2.4,0.7,Social Media,5,10,8
1217,Joseph Graham,17,Male,South Lauren,10th,4.8,6.7,89,5,1.6,7,4,2,0,1.3,136,6,0.7,0.4,0.4,Gaming,3,4.3,6.5
1218,Michael Hahn,16,Female,South Jason,11th,7.7,6,61,9,2.6,7,7,9,0,0.8,66,7,2.6,3.3,2.6,Gaming,1,4.2,10
1219,Jerome Olson,18,Female,South Ashley,9th,7.2,8.1,78,10,0.8,10,6,7,0,0.4,86,9,0.6,3.1,1.3,Social Media,10,9.3,10
1220,Michael Brown,17,Female,East Ryanhaven,8th,4,5.5,76,10,0.3,6,2,8,0,1.3,114,11,1.8,0.9,1.9,Other,7,2.7,8.4
1221,Kenneth Johnson,18,Other,Burnetthaven,11th,3.1,7.2,51,7,0.8,1,9,3,1,1.4,110,13,3,1.1,1.1,Other,7,2.4,8.4
1222,Ronald Wise,13,Other,Emilyfurt,12th,5.3,7.6,76,1,1,7,3,9,1,0.5,130,10,1.8,0,1,Education,9,7.2,7.9
1223,Elizabeth Jennings,16,Female,East Darrenmouth,7th,1.6,7.6,53,1,0.3,3,9,4,0,0.9,104,10,2.5,2.3,2,Social Media,9,6.2,6.7
1224,Sherry Cooley,16,Male,Bernardberg,12th,6.5,5.9,69,6,1.1,5,4,4,0,0.8,136,13,3.3,0,1,Other,6,6.2,10
1225,Matthew Francis,14,Other,New Penny,7th,8.3,9.4,78,6,2.1,7,1,6,0,1.5,67,19,3.8,2.3,1.5,Browsing,9,7.1,10
1226,Jason Murray,15,Other,Port Melissa,8th,2.1,6.3,50,4,2.1,7,6,10,1,1.4,88,16,2.6,1.3,2.2,Gaming,10,4.2,7.8
1227,Sarah Ibarra,15,Female,New Holly,8th,5.8,6.1,90,0,0.3,6,3,3,1,1.3,141,11,2.3,1.2,1.6,Gaming,5,2.8,10
1228,Valerie Sanchez,13,Male,East Carmenberg,7th,1.4,5.9,58,3,2.7,7,2,7,1,0.9,103,6,2.7,2.5,0.3,Social Media,2,5.5,6.9
1229,Timothy Smith,13,Male,South Sherryton,12th,1.9,5.9,50,4,1.1,7,8,4,1,1.6,75,13,1.7,0.7,1.1,Browsing,9,6.5,5.4
1230,Matthew Jones,18,Other,Davischester,9th,5.7,5.2,67,7,1.5,5,6,5,1,1.3,117,17,1.5,3.1,1,Social Media,2,5.9,10
1231,Rebecca Rose,15,Female,North Ashley,8th,5.2,5.7,77,8,2.5,1,8,4,1,1.4,85,15,3.1,2.5,0.3,Social Media,3,7.1,10
1232,Todd Munoz,19,Female,Sandraland,11th,5.6,6.5,77,4,0.5,10,9,1,1,1.8,70,11,2.5,0.7,0,Social Media,4,6.9,9.1
1233,Jacob Serrano,14,Other,New Baileyshire,11th,3,4.7,85,2,1.7,8,10,7,1,0.4,125,18,2.5,0.7,0.7,Social Media,4,2.9,10
1234,Brian Wagner,18,Other,Andrewsside,12th,8,7.2,72,0,1.7,4,6,9,1,1.3,23,18,2.4,0.9,0.9,Browsing,9,5,10
1235,John Santos,13,Female,East Theresaport,11th,4.4,5.1,72,10,1,9,9,2,1,1.8,41,18,1.2,0.9,0.4,Education,7,5.5,8.4
1236,Tamara Huynh,14,Male,North Edwardberg,11th,3.6,8.7,51,4,1.6,10,10,4,1,1.1,119,7,1.7,0,1.9,Education,3,2.5,4.7
1237,Sara Adams,13,Other,Allenborough,7th,3,7.1,72,6,2.2,5,2,9,1,1.9,106,10,1.1,1.4,0,Education,1,5,6.1
1238,Dalton Clark,18,Male,Jefferyshire,9th,3.2,6.9,53,0,0.8,6,4,3,1,0.8,144,19,1.9,2,0.4,Other,2,6.5,10
1239,Dennis Wyatt,19,Male,Bowerschester,9th,6.8,5.9,69,4,0.1,6,8,1,0,0.7,141,8,2.8,0.6,0.5,Browsing,4,7.7,10
1240,Vincent Logan,15,Male,Gilbertshire,9th,3.2,6.8,85,3,0.2,10,9,8,0,0.6,119,20,1.1,2.3,0.9,Gaming,4,4.5,9.6
1241,Michael Graves,13,Other,Lindaton,9th,8.8,9.5,56,1,0,1,9,9,0,2.2,84,9,3.5,0.7,1.7,Gaming,10,6.6,10
1242,Margaret Lewis,14,Other,North Colleen,9th,4.9,8.7,85,9,0.7,2,8,7,0,1.7,41,18,3.2,0.9,1.4,Education,3,5.2,9.1
1243,Robert Melendez,18,Male,New Michaelbury,11th,6.9,4.2,75,6,0,3,8,2,1,1.3,137,8,3,0,1.1,Other,3,4.8,10
1244,Christopher Phillips,17,Female,West Jason,12th,4.7,5.9,83,9,0.6,4,7,9,0,1.1,51,5,1.6,3.7,0,Gaming,6,4.9,9.1
1245,Gary Smith,17,Other,South William,12th,9.8,5,65,0,0.6,5,2,9,0,1.6,81,8,2,2.1,1.6,Education,10,8.1,10
1246,Joseph Davidson,18,Other,Lake Jesse,9th,4.9,5,93,1,1.3,5,3,8,0,1.5,85,7,1.1,1.2,0.8,Browsing,1,4.1,7.8
1247,Gabriel Rogers,13,Female,Amberview,11th,1.3,3.2,61,0,0,3,7,2,0,0.4,92,8,2.5,2,0,Education,3,10.3,7.6
1248,Ms. Diana Martinez DDS,18,Male,West Bobbyborough,10th,3.1,5,92,0,0.5,2,1,7,0,1.2,93,9,2.4,2.7,0.7,Other,3,7.2,9.4
1249,Larry May,17,Male,Jasonstad,9th,8.3,6.1,72,8,1.5,7,4,10,1,1.1,67,8,2.7,2.3,2.1,Browsing,5,5,10
1250,Kyle Hammond,13,Female,Wilsonfurt,11th,2.3,7.1,59,9,0.5,2,6,4,0,1.5,43,15,2.9,2.5,2,Gaming,4,3,8
1251,Kelly Curry,13,Female,Lake Kellieview,10th,5.6,8.9,52,9,1.1,6,9,3,0,1.3,115,12,2.9,1,1.1,Browsing,9,7.4,9.8
1252,Jeffrey Mercer,19,Female,Bassview,9th,3.3,9.3,85,4,0.5,1,9,10,1,1,59,5,2.7,3.3,1.5,Education,9,4.5,6.8
1253,Sierra Tran,14,Female,Lake Thomasport,10th,0.9,7.4,94,2,1.5,10,1,4,0,0,104,11,3,2.3,0,Browsing,4,3.4,6.8
1254,Julie Martinez,18,Female,Amandaburgh,11th,5,5.3,77,9,1,6,6,9,0,1.1,122,15,2.8,0.8,0.9,Gaming,8,7.3,10
1255,Joseph Lopez,18,Other,North Georgeberg,12th,4.7,4.9,97,2,2.3,8,6,8,0,1.3,130,13,4,2.9,0.3,Gaming,9,5.3,10
1256,Willie Parker,17,Female,Lake John,8th,7.5,8,84,3,0,8,1,3,1,1.4,111,12,2.2,0.9,0.7,Other,1,8.5,10
1257,Tonya Juarez,13,Other,West Marc,10th,4.6,6.8,74,3,1.2,10,8,1,1,1.3,58,18,2.5,1.5,1.3,Browsing,1,9.8,10
1258,Teresa Haley,14,Male,Ericfort,12th,1.3,5.4,70,5,0.8,9,3,10,0,0.8,133,6,2.3,2.6,1.6,Browsing,7,5.8,7.4
1259,Amanda Vance,13,Male,Jasonberg,7th,0.8,6,71,3,0.4,10,7,2,1,1.4,139,18,3.2,0,1.5,Gaming,10,6.3,7.4
1260,Anthony Lopez,19,Male,West Leah,8th,4.4,5.6,53,2,0.3,9,9,7,0,0.9,66,12,3.1,2.4,0.7,Education,7,7.7,10
1261,Kylie Ellis,14,Male,Kerrhaven,8th,8.2,5.4,77,1,1.7,10,5,6,0,1,137,14,2.4,2.2,1.3,Gaming,10,9.3,10
1262,Benjamin Delgado,17,Female,Mooreland,8th,2.6,4.5,62,2,0,9,4,6,0,1,46,14,2.9,0,0.7,Browsing,4,8,7
1263,Brandon Rodgers,17,Male,Andersonland,7th,3.7,5.6,57,4,0.7,5,1,4,1,0.3,127,20,3,2.3,0.6,Browsing,8,3.8,10
1264,Shannon Miller,18,Other,Austinview,12th,4.7,3.6,99,7,1.4,8,8,4,0,1.1,105,5,1.9,1.1,1.2,Browsing,5,4.8,9
1265,Ashley Kennedy,18,Male,Rachelside,7th,7.2,6.2,65,6,1.2,1,2,2,1,1.9,70,19,2.8,0.5,0.7,Browsing,4,4.5,10
1266,Matthew Phillips,15,Female,West Joshua,10th,6.3,6.5,83,9,2,3,7,1,0,1.5,82,17,2.7,1.7,0.6,Gaming,9,4.1,10
1267,Benjamin Peterson,13,Other,North Heatherhaven,7th,2,8.1,57,2,0.8,6,8,1,0,1.4,126,19,1.8,2.1,1.6,Gaming,1,5.6,8.2
1268,Joseph Stanley,15,Male,Jeremyport,11th,9.7,6.6,71,0,0.9,9,9,4,1,0.4,71,13,1.3,1,1.5,Browsing,4,2.4,10
1269,Laurie Collins,14,Male,North Kenneth,10th,3.9,5.7,89,2,1.5,5,9,10,0,0.7,22,8,2.6,2,1.4,Browsing,6,6.8,7.7
1270,Anita Griffith,16,Other,Whitneybury,12th,8.7,5.8,57,10,0.1,4,8,10,1,2.1,129,18,2.8,2.4,3,Gaming,7,2.6,10
1271,Thomas Miller,15,Other,New Cynthiaberg,9th,3.9,6.8,52,5,0,10,6,8,1,1.6,82,16,0.6,1.5,0,Other,6,5.2,7.4
1272,Christopher Gonzalez,18,Female,Jonathanshire,12th,0.9,7.1,76,0,1.3,2,8,2,1,0.3,37,19,2.9,3,0.3,Education,3,8.3,7.8
1273,Alison Wilkerson,14,Other,Devinton,8th,3.8,5.8,86,8,1.4,3,1,1,1,0.1,103,20,0.5,2.1,0.2,Gaming,4,3,9.6
1274,Scott Robinson,18,Other,Port Kennethtown,9th,9.5,7.5,90,4,0,1,3,10,0,0.6,136,18,2.6,0.4,0.8,Browsing,9,6,10
1275,Brandon Holden,15,Other,North Jermainestad,7th,3.5,6.5,82,2,2.4,1,2,3,0,0.3,53,17,1.3,2.1,0.6,Social Media,4,1.6,8.1
1276,Carla Hall DDS,15,Male,Stantontown,12th,5.1,6.6,98,7,1,9,7,1,0,0.9,92,11,2.9,1.3,1.2,Education,7,5.4,10
1277,Denise Hull,14,Male,Port Kellyburgh,10th,0,4,84,5,1.5,10,4,3,0,0.7,20,5,2.9,1.4,0.5,Other,5,4.2,3.7
1278,Lisa Garza,18,Male,Port Brian,9th,4,9.5,90,4,1.8,7,1,8,1,1.9,99,5,2.8,2.1,0.6,Browsing,1,4.2,7.1
1279,Andrew Meyers,19,Other,Lewischester,7th,7,4.8,57,7,1.3,3,8,2,0,0.9,82,19,2.5,0.4,0,Browsing,7,6.6,10
1280,Amanda Walker,14,Male,North Lauren,11th,3.5,6.7,76,6,1.1,9,4,7,0,0.7,107,15,2.3,1.8,1.6,Gaming,3,3.9,9.4
1281,Jennifer Wood,19,Female,Lake Jessica,9th,4.3,6.8,67,8,1.8,3,7,5,1,1.3,129,12,1.8,1.1,1.4,Education,4,4.7,8.8
1282,Isabel Rios,17,Female,North Michelle,10th,3.7,5.5,84,1,0.5,10,5,6,0,0.8,98,6,3,0.9,1.3,Social Media,3,4.5,8
1283,April Harris,19,Other,Greenport,12th,7.4,4.3,86,2,0,9,10,7,0,0.6,73,15,3.3,3.3,1.9,Other,7,8.1,10
1284,Annette Jones,17,Female,Saraborough,9th,4,7.5,54,9,1.2,6,6,8,1,1.3,130,11,3.1,2.8,1.4,Education,10,10.8,10
1285,Yesenia Vasquez,16,Other,South Ronald,10th,3.8,6.4,86,9,0,9,9,5,0,0.4,20,20,2.6,1.5,1.9,Browsing,1,2.5,9.1
1286,Carly Banks,18,Other,Hutchinsonhaven,11th,5.7,4,68,3,0,7,9,10,1,0.3,149,8,4.6,1.6,0.8,Social Media,6,4.7,10
1287,Scott Wells,13,Other,Maddoxview,7th,3.9,7.8,72,10,1.8,5,7,1,0,1.5,145,20,1.4,1.5,0.6,Browsing,4,10.5,9.8
1288,Brianna Smith,15,Male,Port Alejandrochester,12th,5.9,7.1,86,9,0.6,8,4,6,1,0.4,61,10,0.7,1.9,1.6,Social Media,7,4.5,8.2
1289,Michael Armstrong,13,Male,New Calvinhaven,9th,3.2,7,100,3,0.6,5,8,5,1,0.5,35,11,2.2,1.6,0.7,Browsing,1,8.3,6.4
1290,Jade Parker,18,Other,Donaldshire,10th,4.3,5.9,62,4,0.6,1,6,3,0,1.9,144,11,0.4,1.8,1.6,Social Media,1,10.2,8.6
